Accession,SRA_Accession,Submitters,Release_Date,Pangolin,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
MW751299,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1.1.1,C7297,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7297/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751300,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C7324,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7324/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751301,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C7379,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29491,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-13,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7379/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751302,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C7409,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7409/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751303,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C7417,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7417/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751304,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1.1,C7547,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29214,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7547/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8) and nucleocapsid phosphoprotein (N) genes, complete cds"
MW751305,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,A,C7580,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29782,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7580/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751306,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C7584,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29485,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7584/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751307,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,A,C7603,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7603/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MW751308,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,A,C7605,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29782,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7605/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751309,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C7740,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29014,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7740/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; and ORF7a protein (ORF7a), ORF8 protein (ORF8), and nucleocapsid phosphoprotein (N) genes, partial cds"
MW751310,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1.1,C7855,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7855/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751311,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,A,C7866,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7866/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), and surface glycoprotein (S) genes, partial cds; ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MW751312,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C7949,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29323,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C7949/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 protein (ORF8) and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
MW751313,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C8013,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-15,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C8013/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751314,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C8240,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29611,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C8240/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 protein (ORF8) and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
MW751315,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C8369,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-16,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C8369/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751316,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C8565,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29323,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-17,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C8565/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 protein (ORF8) and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
MW751317,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C8579,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29782,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-17,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C8579/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF8 protein (ORF8) genes, partial cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, complete cds"
MW751318,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,A,C6470,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29323,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C6470/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; ORF8 protein (ORF8) and nucleocapsid phosphoprotein (N) genes, complete cds; and ORF10 protein (ORF10) gene, partial cds"
MW751319,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,A,C6519,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C6519/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751320,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,B.1,C6740,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29485,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-12,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C6740/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
MW751321,,"Githinji,G., de Laurent,Z.R., Mohamed,K.S., Omuoyo,D.O., Macharia,P.M., Morobe,J.M., Otieno,E., Kinyanjui,S.M., Agweyu,A., Maitha,E., Kitole,B., Suleiman,T., Mwakinangu,M., Nyambu,J., Otieno,J., Salim,B., Kasera,K., Kiiru,J., Aman,R., Barasa,E., Warimwe,G., Bejon,P., Tsofa,B., Ochola-Oyier,L.I., Nokes,D.J., Agoti,C.N., deLaurent,Z.R.",2021-03-16T00:00:00Z,unclassifiable,C6770,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29494,GenBank,partial,,,,Kenya,Kenya,,Homo sapiens,,2020-05-14,,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/KEN/C6770/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), and membrane glycoprotein (M) genes, partial cds; ORF6 protein (ORF6) gene, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds"
